employee_id,job_role,onet_soc_code,missing_skill,importance_score
151,Research Scientist,19-1042.00,The MathWorks MATLAB,4.0
151,Research Scientist,19-1042.00,Triple G ULTRA Laboratory Information System,3.0
151,Research Scientist,19-1042.00,Waters Empower 2,3.0
151,Research Scientist,19-1042.00,Waters MassLynx,3.0
152,Sales Executive,41-9031.00,Critical Thinking,4.0
152,Sales Executive,41-9031.00,Ab Initio,3.0
152,Sales Executive,41-9031.00,Apache Cassandra,4.0
152,Sales Executive,41-9031.00,Apache Pig,3.0
152,Sales Executive,41-9031.00,Atlassian JIRA,4.0
152,Sales Executive,41-9031.00,Cisco Systems CiscoWorks,3.0
152,Sales Executive,41-9031.00,Citrix cloud computing software,3.0
152,Sales Executive,41-9031.00,Database management software,3.0
152,Sales Executive,41-9031.00,Extensible hypertext markup language XHTML,3.0
152,Sales Executive,41-9031.00,Firewall software,3.0
152,Sales Executive,41-9031.00,Google Cloud software,3.0
152,Sales Executive,41-9031.00,Google Workspace software,4.0
152,Sales Executive,41-9031.00,Hyperion Solutions Hyperion System 9 Bi+,3.0
152,Sales Executive,41-9031.00,IBM DB2,4.0
152,Sales Executive,41-9031.00,Kubernetes,4.0
152,Sales Executive,41-9031.00,Microsoft Active Directory,4.0
152,Sales Executive,41-9031.00,Microsoft Outlook,4.0
152,Sales Executive,41-9031.00,Microsoft Project,4.0
152,Sales Executive,41-9031.00,Microsoft Windows Server,4.0
152,Sales Executive,41-9031.00,MicroStrategy,3.0
152,Sales Executive,41-9031.00,Network directory services software,3.0
152,Sales Executive,41-9031.00,NortonLifeLock cybersecurity software,3.0
152,Sales Executive,41-9031.00,Oracle Database,4.0
152,Sales Executive,41-9031.00,Salesforce software,5.0
152,Sales Executive,41-9031.00,SAP Adaptive Server Enterprise,3.0
152,Sales Executive,41-9031.00,SAP Business Objects,3.0
152,Sales Executive,41-9031.00,Scheduling software,3.0
152,Sales Executive,41-9031.00,Security assertion markup language SAML,3.0
152,Sales Executive,41-9031.00,Structured query language SQL,4.0
152,Sales Executive,41-9031.00,Teradata Database,4.0
152,Sales Executive,41-9031.00,Voice over internet protocol VoIP system software,3.0
152,Sales Executive,41-9031.00,Web browser software,3.0
153,Manager,11-1021.00,Active Listening,4.0
153,Manager,11-1021.00,Writing,3.5
153,Manager,11-1021.00,Speaking,4.0
153,Manager,11-1021.00,Learning Strategies,3.0
153,Manager,11-1021.00,Act!,3.0
153,Manager,11-1021.00,Adobe Acrobat,4.0
153,Manager,11-1021.00,Adobe Creative Cloud software,4.0
153,Manager,11-1021.00,Airtable,3.0
153,Manager,11-1021.00,Apple Final Cut Pro,3.0
153,Manager,11-1021.00,Atlassian Confluence,4.0
153,Manager,11-1021.00,Atlassian JIRA,4.0
153,Manager,11-1021.00,Autodesk AutoCAD,4.0
153,Manager,11-1021.00,Avidian Technologies Prophet,3.0
153,Manager,11-1021.00,Delphi Technology,3.0
153,Manager,11-1021.00,Dropbox,3.0
153,Manager,11-1021.00,Eko,3.0
153,Manager,11-1021.00,FileMaker Pro,3.0
153,Manager,11-1021.00,Flipgrid,3.0
153,Manager,11-1021.00,Fund accounting software,3.0
153,Manager,11-1021.00,Google Analytics,4.0
153,Manager,11-1021.00,Google Docs,4.0
153,Manager,11-1021.00,Google Slides,3.0
153,Manager,11-1021.00,Human resource management software HRMS,3.0
153,Manager,11-1021.00,IBM SPSS Statistics,4.0
153,Manager,11-1021.00,Kronos Workforce Timekeeper,4.0
153,Manager,11-1021.00,LSA Visual Easy Lean,3.0
153,Manager,11-1021.00,Marketo Marketing Automation,4.0
153,Manager,11-1021.00,Microsoft Access,4.0
153,Manager,11-1021.00,Microsoft SharePoint,4.0
153,Manager,11-1021.00,Microsoft SQL Server,4.0
153,Manager,11-1021.00,Microsoft Visual Basic,4.0
153,Manager,11-1021.00,Mozilla Firefox,4.0
153,Manager,11-1021.00,Nagios,3.0
153,Manager,11-1021.00,NetSuite ERP,3.0
153,Manager,11-1021.00,NortonLifeLock cybersecurity software,3.0
153,Manager,11-1021.00,Oracle E-Business Suite Financials,3.0
153,Manager,11-1021.00,Oracle PeopleSoft Financials,3.0
153,Manager,11-1021.00,Oracle Solaris,3.0
153,Manager,11-1021.00,Personnel scheduling software,3.0
153,Manager,11-1021.00,Puppet,4.0
153,Manager,11-1021.00,Realization Streamliner,3.0
153,Manager,11-1021.00,Social media sites,3.0
153,Manager,11-1021.00,Sugar CRM,3.0
153,Manager,11-1021.00,The MathWorks MATLAB,4.0
153,Manager,11-1021.00,Vanguard Software Vanguard Sales Manager,3.0
153,Manager,11-1021.00,YouTube,3.0
154,Sales Executive,41-9031.00,Active Listening,4.0
154,Sales Executive,41-9031.00,Writing,3.75
154,Sales Executive,41-9031.00,Speaking,4.12
154,Sales Executive,41-9031.00,Science,2.12
154,Sales Executive,41-9031.00,Learning Strategies,3.0
154,Sales Executive,41-9031.00,Ab Initio,3.0
154,Sales Executive,41-9031.00,Amazon Web Services AWS software,5.0
154,Sales Executive,41-9031.00,Ansible software,4.0
154,Sales Executive,41-9031.00,Apache Hadoop,4.0
154,Sales Executive,41-9031.00,Apache HBase,3.0
154,Sales Executive,41-9031.00,Apache Pig,3.0
154,Sales Executive,41-9031.00,Apache Struts,3.0
154,Sales Executive,41-9031.00,Apple iOS,4.0
154,Sales Executive,41-9031.00,Atlassian JIRA,4.0
154,Sales Executive,41-9031.00,C,4.0
154,Sales Executive,41-9031.00,Cisco Systems CiscoWorks,3.0
154,Sales Executive,41-9031.00,Dassault Systemes SolidWorks,4.0
154,Sales Executive,41-9031.00,Docker,4.0
154,Sales Executive,41-9031.00,Enterprise application integration EAI software,3.0
154,Sales Executive,41-9031.00,Enterprise JavaBeans,3.0
154,Sales Executive,41-9031.00,Extensible hypertext markup language XHTML,3.0
154,Sales Executive,41-9031.00,Hyperion Solutions Hyperion System 9 Bi+,3.0
154,Sales Executive,41-9031.00,IBM Cognos Business Intelligence,3.0
154,Sales Executive,41-9031.00,IBM Cognos Impromptu,3.0
154,Sales Executive,41-9031.00,IBM DB2,4.0
154,Sales Executive,41-9031.00,IBM Domino,3.0
154,Sales Executive,41-9031.00,Informatica Corporation PowerCenter,3.0
154,Sales Executive,41-9031.00,Kubernetes,4.0
154,Sales Executive,41-9031.00,Linux,4.0
154,Sales Executive,41-9031.00,Microsoft Access,4.0
154,Sales Executive,41-9031.00,Microsoft Azure software,5.0
154,Sales Executive,41-9031.00,Microsoft Excel,5.0
154,Sales Executive,41-9031.00,Microsoft PowerPoint,5.0
154,Sales Executive,41-9031.00,Microsoft SQL Server,4.0
154,Sales Executive,41-9031.00,Microsoft Teams,4.0
154,Sales Executive,41-9031.00,Microsoft Windows Server,4.0
154,Sales Executive,41-9031.00,MicroStrategy,3.0
154,Sales Executive,41-9031.00,Network directory services software,3.0
154,Sales Executive,41-9031.00,Oracle Database,4.0
154,Sales Executive,41-9031.00,Oracle Java,4.0
154,Sales Executive,41-9031.00,PHP,4.0
154,Sales Executive,41-9031.00,Platform as a service PaaS,3.0
154,Sales Executive,41-9031.00,Python,5.0
154,Sales Executive,41-9031.00,RESTful API,3.0
154,Sales Executive,41-9031.00,Sales analysis software,3.0
154,Sales Executive,41-9031.00,Salesforce software,5.0
154,Sales Executive,41-9031.00,SAP Business Objects,3.0
154,Sales Executive,41-9031.00,Scheduling software,3.0
154,Sales Executive,41-9031.00,Security assertion markup language SAML,3.0
154,Sales Executive,41-9031.00,Shell script,4.0
154,Sales Executive,41-9031.00,Single sign-on SSO,3.0
154,Sales Executive,41-9031.00,Software as a service SaaS,3.0
154,Sales Executive,41-9031.00,Teradata Database,4.0
154,Sales Executive,41-9031.00,Virtual private networking VPN software,3.0
154,Sales Executive,41-9031.00,Web browser software,3.0
154,Sales Executive,41-9031.00,WebEx Sales Center,3.0
154,Sales Executive,41-9031.00,Wireshark,3.0
155,Laboratory Technician,29-2012.00,Mathematics,2.75
155,Laboratory Technician,29-2012.00,Critical Thinking,3.25
155,Laboratory Technician,29-2012.00,Learning Strategies,2.75
155,Laboratory Technician,29-2012.00,Monitoring,3.0
155,Laboratory Technician,29-2012.00,Billing software,3.0
155,Laboratory Technician,29-2012.00,Commercial plate reader software,3.0
155,Laboratory Technician,29-2012.00,Database software,3.0
155,Laboratory Technician,29-2012.00,Electronic medical record EMR software,3.0
155,Laboratory Technician,29-2012.00,Email software,3.0
155,Laboratory Technician,29-2012.00,IBM Notes,3.0
155,Laboratory Technician,29-2012.00,Medical digital imaging software,3.0
155,Laboratory Technician,29-2012.00,Medical system integration software,3.0
155,Laboratory Technician,29-2012.00,Microscopic image capturing software,3.0
155,Laboratory Technician,29-2012.00,Microsoft Word,4.0
155,Laboratory Technician,29-2012.00,Minitab,3.0
155,Laboratory Technician,29-2012.00,Quality control software,3.0
155,Laboratory Technician,29-2012.00,Quizlet,3.0
158,Manager,11-1021.00,Reading Comprehension,4.0
158,Manager,11-1021.00,Writing,3.5
158,Manager,11-1021.00,Science,1.5
158,Manager,11-1021.00,Monitoring,4.0
158,Manager,11-1021.00,ActionWare,3.0
158,Manager,11-1021.00,Apache Hadoop,4.0
158,Manager,11-1021.00,Apple Keynote,3.0
158,Manager,11-1021.00,Atlassian Confluence,4.0
158,Manager,11-1021.00,Blackbaud The Raiser's Edge,3.0
158,Manager,11-1021.00,Blackboard software,3.0
158,Manager,11-1021.00,Customer information control system CICS,3.0
158,Manager,11-1021.00,Deacom ERP,3.0
158,Manager,11-1021.00,Delphi Technology,3.0
158,Manager,11-1021.00,Dropbox,3.0
158,Manager,11-1021.00,Flipgrid,3.0
158,Manager,11-1021.00,Google Ads,3.0
158,Manager,11-1021.00,Google Analytics,4.0
158,Manager,11-1021.00,Google Docs,4.0
158,Manager,11-1021.00,Google Drive,3.0
158,Manager,11-1021.00,Google Slides,3.0
158,Manager,11-1021.00,Human resource management software HRMS,3.0
158,Manager,11-1021.00,IBM InfoSphere DataStage,3.0
158,Manager,11-1021.00,IBM Power Systems software,3.0
158,Manager,11-1021.00,InnQuest Software roomMaster,3.0
158,Manager,11-1021.00,Intuit QuickBooks,4.0
158,Manager,11-1021.00,Job control language JCL,3.0
158,Manager,11-1021.00,Kronos Workforce Payroll,3.0
158,Manager,11-1021.00,LinkedIn,3.0
158,Manager,11-1021.00,LSA Visual Easy Lean,3.0
158,Manager,11-1021.00,Microsoft Access,4.0
158,Manager,11-1021.00,Microsoft Dynamics,3.0
158,Manager,11-1021.00,Microsoft Internet Explorer,3.0
158,Manager,11-1021.00,Microsoft Outlook,4.0
158,Manager,11-1021.00,Microsoft PowerPoint,5.0
158,Manager,11-1021.00,Microsoft Windows,4.0
158,Manager,11-1021.00,Microsoft Word,4.0
158,Manager,11-1021.00,Minitab,3.0
158,Manager,11-1021.00,Nagios,3.0
158,Manager,11-1021.00,Oracle PeopleSoft,4.0
158,Manager,11-1021.00,Oracle PeopleSoft Financials,3.0
158,Manager,11-1021.00,Oracle Solaris,3.0
158,Manager,11-1021.00,Payroll software,3.0
158,Manager,11-1021.00,Personnel scheduling software,3.0
158,Manager,11-1021.00,PostgreSQL,4.0
158,Manager,11-1021.00,Salesforce software,4.0
158,Manager,11-1021.00,Salesforce.com Salesforce CRM,3.0
158,Manager,11-1021.00,SAP Business Objects,3.0
158,Manager,11-1021.00,SAP Crystal Reports,3.0
158,Manager,11-1021.00,SAP software,4.0
158,Manager,11-1021.00,Savant MobileRanger,3.0
158,Manager,11-1021.00,Screencastify,3.0
158,Manager,11-1021.00,Siemens NX,3.0
158,Manager,11-1021.00,StataCorp Stata,3.0
158,Manager,11-1021.00,Structured query language SQL,4.0
158,Manager,11-1021.00,Sugar CRM,3.0
158,Manager,11-1021.00,Supervisory control and data acquisition SCADA software,3.0
158,Manager,11-1021.00,The MathWorks MATLAB,4.0
158,Manager,11-1021.00,Vanguard Software Vanguard Sales Manager,3.0
158,Manager,11-1021.00,vtiger CRM,3.0
158,Manager,11-1021.00,Yardi software,4.0
159,Research Scientist,19-1042.00,Speaking,4.12
159,Research Scientist,19-1042.00,Mathematics,3.62
159,Research Scientist,19-1042.00,Science,4.12
159,Research Scientist,19-1042.00,Critical Thinking,4.0
159,Research Scientist,19-1042.00,BioArray Software Environment BASE,3.0
159,Research Scientist,19-1042.00,ESRI ArcGIS software,4.0
159,Research Scientist,19-1042.00,IBM SPSS Statistics,4.0
159,Research Scientist,19-1042.00,LexisNexis,3.0
159,Research Scientist,19-1042.00,Linux,4.0
159,Research Scientist,19-1042.00,Microsoft Dynamics,3.0
159,Research Scientist,19-1042.00,Microsoft Excel,5.0
159,Research Scientist,19-1042.00,Microsoft Office software,5.0
159,Research Scientist,19-1042.00,Microsoft Project,4.0
159,Research Scientist,19-1042.00,Microsoft Visual Basic,4.0
159,Research Scientist,19-1042.00,National Instruments LabVIEW,3.0
159,Research Scientist,19-1042.00,Python,4.0
159,Research Scientist,19-1042.00,R,5.0
159,Research Scientist,19-1042.00,SAS,4.0
159,Research Scientist,19-1042.00,Statistical software,3.0
159,Research Scientist,19-1042.00,Thermo ToxLab,3.0
159,Research Scientist,19-1042.00,Triple G ULTRA Laboratory Information System,3.0
159,Research Scientist,19-1042.00,Waters MassLynx,3.0
159,Research Scientist,19-1042.00,Waters Q-DIS/QM LIMS,3.0
160,Sales Executive,41-9031.00,Speaking,4.12
160,Sales Executive,41-9031.00,Mathematics,3.0
160,Sales Executive,41-9031.00,Science,2.12
160,Sales Executive,41-9031.00,Active Learning,3.75
160,Sales Executive,41-9031.00,Learning Strategies,3.0
160,Sales Executive,41-9031.00,Ab Initio,3.0
160,Sales Executive,41-9031.00,Amazon Web Services AWS software,5.0
160,Sales Executive,41-9031.00,Ansible software,4.0
160,Sales Executive,41-9031.00,Apache Cassandra,4.0
160,Sales Executive,41-9031.00,Apache Hadoop,4.0
160,Sales Executive,41-9031.00,Apache Pig,3.0
160,Sales Executive,41-9031.00,Apache Struts,3.0
160,Sales Executive,41-9031.00,Autodesk AutoCAD,4.0
160,Sales Executive,41-9031.00,Border Gateway Protocol BGP,4.0
160,Sales Executive,41-9031.00,Citrix cloud computing software,3.0
160,Sales Executive,41-9031.00,Database management software,3.0
160,Sales Executive,41-9031.00,Enterprise application integration EAI software,3.0
160,Sales Executive,41-9031.00,Enterprise JavaBeans,3.0
160,Sales Executive,41-9031.00,Extensible hypertext markup language XHTML,3.0
160,Sales Executive,41-9031.00,Extensible markup language XML,4.0
160,Sales Executive,41-9031.00,Firewall software,3.0
160,Sales Executive,41-9031.00,Hewlett Packard HP-UX,3.0
160,Sales Executive,41-9031.00,IBM Cognos Business Intelligence,3.0
160,Sales Executive,41-9031.00,IBM Cognos Impromptu,3.0
160,Sales Executive,41-9031.00,JavaScript,4.0
160,Sales Executive,41-9031.00,Kubernetes,4.0
160,Sales Executive,41-9031.00,Management information systems MIS,3.0
160,Sales Executive,41-9031.00,MapReduce big data software,3.0
160,Sales Executive,41-9031.00,Microsoft Exchange,3.0
160,Sales Executive,41-9031.00,Microsoft Office Live Meeting,3.0
160,Sales Executive,41-9031.00,Microsoft Outlook,4.0
160,Sales Executive,41-9031.00,Microsoft Project,4.0
160,Sales Executive,41-9031.00,Microsoft SharePoint,4.0
160,Sales Executive,41-9031.00,Microsoft Teams,4.0
160,Sales Executive,41-9031.00,Microsoft Word,4.0
160,Sales Executive,41-9031.00,Network directory services software,3.0
160,Sales Executive,41-9031.00,NortonLifeLock cybersecurity software,3.0
160,Sales Executive,41-9031.00,Oracle PeopleSoft,4.0
160,Sales Executive,41-9031.00,Perl,4.0
160,Sales Executive,41-9031.00,React,4.0
160,Sales Executive,41-9031.00,RESTful API,3.0
160,Sales Executive,41-9031.00,Ruby,4.0
160,Sales Executive,41-9031.00,Sales analysis software,3.0
160,Sales Executive,41-9031.00,Salesforce software,5.0
160,Sales Executive,41-9031.00,SAP Adaptive Server Enterprise,3.0
160,Sales Executive,41-9031.00,SAP Business One,3.0
160,Sales Executive,41-9031.00,SAP BusinessObjects Crystal Reports,3.0
160,Sales Executive,41-9031.00,SAP software,4.0
160,Sales Executive,41-9031.00,Security assertion markup language SAML,3.0
160,Sales Executive,41-9031.00,Shell script,4.0
160,Sales Executive,41-9031.00,Software as a service SaaS,3.0
160,Sales Executive,41-9031.00,Splunk Enterprise,4.0
160,Sales Executive,41-9031.00,Structured query language SQL,4.0
160,Sales Executive,41-9031.00,Teradata Database,4.0
160,Sales Executive,41-9031.00,Virtual private networking VPN software,3.0
160,Sales Executive,41-9031.00,Voice over internet protocol VoIP system software,3.0
160,Sales Executive,41-9031.00,Web browser software,3.0
160,Sales Executive,41-9031.00,WebEx Sales Center,3.0
160,Sales Executive,41-9031.00,Wireshark,3.0
161,Research Scientist,19-1042.00,Active Listening,4.0
161,Research Scientist,19-1042.00,Science,4.12
161,Research Scientist,19-1042.00,Critical Thinking,4.0
161,Research Scientist,19-1042.00,Active Learning,4.12
161,Research Scientist,19-1042.00,Monitoring,3.62
161,Research Scientist,19-1042.00,BioArray Software Environment BASE,3.0
161,Research Scientist,19-1042.00,Database software,3.0
161,Research Scientist,19-1042.00,ESRI ArcGIS software,4.0
161,Research Scientist,19-1042.00,IBM Notes,3.0
161,Research Scientist,19-1042.00,Integrated development environment IDE software,3.0
161,Research Scientist,19-1042.00,LexisNexis,3.0
161,Research Scientist,19-1042.00,Linux,4.0
161,Research Scientist,19-1042.00,Microsoft Dynamics,3.0
161,Research Scientist,19-1042.00,Microsoft Excel,5.0
161,Research Scientist,19-1042.00,National Instruments LabVIEW,3.0
161,Research Scientist,19-1042.00,PerkinElmer TurboMass,3.0
161,Research Scientist,19-1042.00,SAS,4.0
161,Research Scientist,19-1042.00,Waters Empower 2,3.0
161,Research Scientist,19-1042.00,Waters MassLynx,3.0
161,Research Scientist,19-1042.00,Waters Millennium32,3.0
161,Research Scientist,19-1042.00,Waters Q-DIS/QM LIMS,3.0
162,Research Director,11-9121.00,Active Listening,4.0
162,Research Director,11-9121.00,Writing,3.88
162,Research Director,11-9121.00,Mathematics,3.12
162,Research Director,11-9121.00,Critical Thinking,4.0
162,Research Director,11-9121.00,Active Learning,3.5
162,Research Director,11-9121.00,Learning Strategies,3.5
162,Research Director,11-9121.00,Monitoring,4.0
162,Research Director,11-9121.00,Adobe Photoshop,4.0
162,Research Director,11-9121.00,IBM Lotus 1-2-3,3.0
162,Research Director,11-9121.00,IBM SPSS Statistics,4.0
162,Research Director,11-9121.00,Microsoft Access,4.0
162,Research Director,11-9121.00,Microsoft Office software,5.0
162,Research Director,11-9121.00,Microsoft Outlook,4.0
162,Research Director,11-9121.00,Microsoft PowerPoint,5.0
162,Research Director,11-9121.00,Microsoft Project,4.0
162,Research Director,11-9121.00,Microsoft Word,4.0
162,Research Director,11-9121.00,R,4.0
162,Research Director,11-9121.00,SAP Business Objects,3.0
162,Research Director,11-9121.00,StataCorp Stata,3.0
162,Research Director,11-9121.00,STATISTICA,3.0
162,Research Director,11-9121.00,Structured query language SQL,4.0
162,Research Director,11-9121.00,The MathWorks MATLAB,4.0
163,Sales Executive,41-9031.00,Reading Comprehension,4.0
163,Sales Executive,41-9031.00,Speaking,4.12
163,Sales Executive,41-9031.00,Science,2.12
163,Sales Executive,41-9031.00,Critical Thinking,4.0
163,Sales Executive,41-9031.00,Amazon Web Services AWS software,5.0
163,Sales Executive,41-9031.00,Ansible software,4.0
163,Sales Executive,41-9031.00,Apache Pig,3.0
163,Sales Executive,41-9031.00,Border Gateway Protocol BGP,4.0
163,Sales Executive,41-9031.00,Cisco Systems CiscoWorks,3.0
163,Sales Executive,41-9031.00,Database management software,3.0
163,Sales Executive,41-9031.00,Docker,4.0
163,Sales Executive,41-9031.00,Enterprise application integration EAI software,3.0
163,Sales Executive,41-9031.00,Extensible hypertext markup language XHTML,3.0
163,Sales Executive,41-9031.00,Extensible markup language XML,4.0
163,Sales Executive,41-9031.00,Firewall software,3.0
163,Sales Executive,41-9031.00,Hewlett Packard HP-UX,3.0
163,Sales Executive,41-9031.00,Hyperion Solutions Hyperion System 9 Bi+,3.0
163,Sales Executive,41-9031.00,IBM Cognos Business Intelligence,3.0
163,Sales Executive,41-9031.00,Linux,4.0
163,Sales Executive,41-9031.00,Management information systems MIS,3.0
163,Sales Executive,41-9031.00,MapReduce big data software,3.0
163,Sales Executive,41-9031.00,McAfee,3.0
163,Sales Executive,41-9031.00,Microsoft Azure software,5.0
163,Sales Executive,41-9031.00,Microsoft Dynamics,3.0
163,Sales Executive,41-9031.00,Microsoft Excel,5.0
163,Sales Executive,41-9031.00,Microsoft Office Live Meeting,3.0
163,Sales Executive,41-9031.00,Microsoft PowerPoint,5.0
163,Sales Executive,41-9031.00,Microsoft Project,4.0
163,Sales Executive,41-9031.00,Microsoft Visio,4.0
163,Sales Executive,41-9031.00,MicroStrategy,3.0
163,Sales Executive,41-9031.00,NortonLifeLock cybersecurity software,3.0
163,Sales Executive,41-9031.00,PHP,4.0
163,Sales Executive,41-9031.00,Python,5.0
163,Sales Executive,41-9031.00,R,4.0
163,Sales Executive,41-9031.00,Ruby,4.0
163,Sales Executive,41-9031.00,Sales analysis software,3.0
163,Sales Executive,41-9031.00,Salesforce software,5.0
163,Sales Executive,41-9031.00,SAP Business Objects,3.0
163,Sales Executive,41-9031.00,Shell script,4.0
163,Sales Executive,41-9031.00,Software as a service SaaS,3.0
163,Sales Executive,41-9031.00,Structured query language SQL,4.0
163,Sales Executive,41-9031.00,Teradata Database,4.0
163,Sales Executive,41-9031.00,UNIX,4.0
163,Sales Executive,41-9031.00,Voice over internet protocol VoIP system software,3.0
163,Sales Executive,41-9031.00,WebEx Sales Center,3.0
163,Sales Executive,41-9031.00,Wireshark,3.0
164,Research Scientist,19-1042.00,Active Listening,4.0
164,Research Scientist,19-1042.00,Speaking,4.12
164,Research Scientist,19-1042.00,Mathematics,3.62
164,Research Scientist,19-1042.00,Critical Thinking,4.0
164,Research Scientist,19-1042.00,Learning Strategies,3.38
164,Research Scientist,19-1042.00,Adobe Photoshop,4.0
164,Research Scientist,19-1042.00,BioArray Software Environment BASE,3.0
164,Research Scientist,19-1042.00,ESRI ArcGIS software,4.0
164,Research Scientist,19-1042.00,IBM Notes,3.0
164,Research Scientist,19-1042.00,Integrated development environment IDE software,3.0
164,Research Scientist,19-1042.00,LexisNexis,3.0
164,Research Scientist,19-1042.00,Medical Scientists MediSave,3.0
164,Research Scientist,19-1042.00,Microsoft Dynamics,3.0
164,Research Scientist,19-1042.00,Microsoft Excel,5.0
164,Research Scientist,19-1042.00,Microsoft Project,4.0
164,Research Scientist,19-1042.00,Microsoft Publisher,3.0
164,Research Scientist,19-1042.00,Microsoft Word,4.0
164,Research Scientist,19-1042.00,National Instruments LabVIEW,3.0
164,Research Scientist,19-1042.00,Python,4.0
164,Research Scientist,19-1042.00,R,5.0
164,Research Scientist,19-1042.00,SAS,4.0
164,Research Scientist,19-1042.00,StataCorp Stata,3.0
164,Research Scientist,19-1042.00,The MathWorks MATLAB,4.0
164,Research Scientist,19-1042.00,Triple G ULTRA Laboratory Information System,3.0
164,Research Scientist,19-1042.00,Waters Empower 2,3.0
164,Research Scientist,19-1042.00,Waters MassLynx,3.0
164,Research Scientist,19-1042.00,Waters Millennium32,3.0
165,Healthcare Representative,29-2099.08,Reading Comprehension,3.88
165,Healthcare Representative,29-2099.08,Active Listening,4.25
165,Healthcare Representative,29-2099.08,Writing,3.12
165,Healthcare Representative,29-2099.08,Science,1.75
165,Healthcare Representative,29-2099.08,Critical Thinking,3.75
165,Healthcare Representative,29-2099.08,Active Learning,3.12
165,Healthcare Representative,29-2099.08,Monitoring,3.12
165,Healthcare Representative,29-2099.08,"Admissions, discharge, and transfer ADT software",3.0
165,Healthcare Representative,29-2099.08,Data entry software,3.0
165,Healthcare Representative,29-2099.08,Database software,3.0
165,Healthcare Representative,29-2099.08,eClinicalWorks EHR software,4.0
165,Healthcare Representative,29-2099.08,Electronic medical record EMR software,3.0
165,Healthcare Representative,29-2099.08,Epic EpicCare Inpatient Clinical System,3.0
165,Healthcare Representative,29-2099.08,FaceTime,3.0
165,Healthcare Representative,29-2099.08,Google Docs,4.0
165,Healthcare Representative,29-2099.08,Healthcare common procedure coding system HCPCS,3.0
165,Healthcare Representative,29-2099.08,Henry Schein Dentrix,4.0
165,Healthcare Representative,29-2099.08,Medical condition coding software,3.0
165,Healthcare Representative,29-2099.08,Medical procedure coding software,3.0
165,Healthcare Representative,29-2099.08,Microsoft Dynamics,3.0
165,Healthcare Representative,29-2099.08,Microsoft Excel,5.0
165,Healthcare Representative,29-2099.08,Microsoft Office software,5.0
165,Healthcare Representative,29-2099.08,Microsoft Outlook,5.0
165,Healthcare Representative,29-2099.08,Microsoft Windows,4.0
165,Healthcare Representative,29-2099.08,Patient satisfaction assessment software,3.0
165,Healthcare Representative,29-2099.08,Pemimic Patient Relations Suite,3.0
165,Healthcare Representative,29-2099.08,Peminic Patient Safety & Quality Suite,3.0
165,Healthcare Representative,29-2099.08,PracticeWorks Systems Kodak WINOMS CS,3.0
165,Healthcare Representative,29-2099.08,Prognosis Solutions ResolvPRM,3.0
167,Sales Representative,41-3091.00,Active Listening,3.88
167,Sales Representative,41-3091.00,Speaking,3.88
167,Sales Representative,41-3091.00,Mathematics,2.62
167,Sales Representative,41-3091.00,Science,1.0
167,Sales Representative,41-3091.00,Critical Thinking,3.38
167,Sales Representative,41-3091.00,Learning Strategies,2.38
167,Sales Representative,41-3091.00,Enterprise application integration EAI software,3.0
167,Sales Representative,41-3091.00,JamBoard,3.0
167,Sales Representative,41-3091.00,Microsoft Dynamics,3.0
167,Sales Representative,41-3091.00,Microsoft Office software,5.0
167,Sales Representative,41-3091.00,Microsoft Outlook,4.0
167,Sales Representative,41-3091.00,Microsoft PowerPoint,4.0
169,Laboratory Technician,29-2012.00,Speaking,3.12
169,Laboratory Technician,29-2012.00,Science,3.0
169,Laboratory Technician,29-2012.00,Learning Strategies,2.75
169,Laboratory Technician,29-2012.00,Monitoring,3.0
169,Laboratory Technician,29-2012.00,Billing software,3.0
169,Laboratory Technician,29-2012.00,Data entry software,3.0
169,Laboratory Technician,29-2012.00,Database software,3.0
169,Laboratory Technician,29-2012.00,Electronic medical record EMR software,3.0
169,Laboratory Technician,29-2012.00,FileMaker Pro,3.0
169,Laboratory Technician,29-2012.00,Laboratory information system LIS,3.0
169,Laboratory Technician,29-2012.00,Medical digital imaging software,3.0
169,Laboratory Technician,29-2012.00,MEDITECH software,4.0
169,Laboratory Technician,29-2012.00,Microscopic image capturing software,3.0
169,Laboratory Technician,29-2012.00,Microsoft Excel,5.0
169,Laboratory Technician,29-2012.00,Microsoft Outlook,4.0
169,Laboratory Technician,29-2012.00,Microsoft PowerPoint,4.0
169,Laboratory Technician,29-2012.00,Microsoft Word,4.0
169,Laboratory Technician,29-2012.00,National Instruments LabVIEW,3.0
169,Laboratory Technician,29-2012.00,Specimen tracking software,3.0
169,Laboratory Technician,29-2012.00,Sunquest Information Systems Sunquest Laboratory,3.0
169,Laboratory Technician,29-2012.00,Test result delivery software,3.0
170,Manufacturing Director,11-3051.00,Writing,3.38
170,Manufacturing Director,11-3051.00,Speaking,4.0
170,Manufacturing Director,11-3051.00,Mathematics,3.38
170,Manufacturing Director,11-3051.00,Science,1.62
170,Manufacturing Director,11-3051.00,Critical Thinking,4.0
170,Manufacturing Director,11-3051.00,Learning Strategies,3.75
170,Manufacturing Director,11-3051.00,Monitoring,4.0
170,Manufacturing Director,11-3051.00,ABB Optimize IT Predict & Control,3.0
170,Manufacturing Director,11-3051.00,Adobe After Effects,4.0
170,Manufacturing Director,11-3051.00,Adobe Photoshop,4.0
170,Manufacturing Director,11-3051.00,AVEVA InTouch HMI,3.0
