Employee ID,Performance Score,Current Employee Rating,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost
1147,Fully Meets,3,25-Jan-23,Leadership Development,Internal,Failed,2,247.58
1148,Fully Meets,3,01-Sep-22,Communication Skills,External,Passed,3,529.0
1149,Fully Meets,3,31-Jul-23,Leadership Development,External,Failed,5,483.99
1150,Fully Meets,3,03-Jun-23,Project Management,External,Incomplete,5,797.35
1151,Fully Meets,3,19-Dec-22,Project Management,External,Passed,4,707.59
1152,Fully Meets,3,29-Mar-23,Customer Service,External,Incomplete,2,564.48
1153,Fully Meets,3,02-Dec-22,Communication Skills,Internal,Failed,4,555.35
1154,Fully Meets,3,12-Aug-22,Customer Service,Internal,Incomplete,3,338.48
1155,Fully Meets,3,10-Sep-22,Technical Skills,Internal,Failed,1,339.01
1156,Fully Meets,3,04-Sep-22,Customer Service,Internal,Incomplete,5,939.49
1157,Fully Meets,3,11-Oct-22,Technical Skills,External,Passed,1,276.47
1158,Fully Meets,3,14-Sep-22,Customer Service,External,Completed,3,154.71
1159,Fully Meets,3,27-Dec-22,Leadership Development,External,Failed,3,674.24
1160,Fully Meets,3,07-Nov-22,Leadership Development,External,Failed,2,137.96
1161,Fully Meets,3,13-Nov-22,Technical Skills,Internal,Passed,5,926.85
1162,Fully Meets,3,02-Sep-22,Communication Skills,External,Incomplete,1,846.55
1163,Fully Meets,3,23-Feb-23,Communication Skills,External,Passed,3,734.77
1164,Fully Meets,3,01-Mar-23,Technical Skills,Internal,Incomplete,3,315.09
1165,Fully Meets,3,27-Sep-22,Communication Skills,Internal,Passed,3,686.05
1166,Fully Meets,3,10-Aug-22,Communication Skills,External,Passed,4,942.51
1167,Fully Meets,3,23-Feb-23,Project Management,Internal,Failed,4,782.82
1168,Fully Meets,3,02-Sep-22,Project Management,Internal,Failed,1,370.64
1169,Fully Meets,3,30-Jun-23,Technical Skills,Internal,Incomplete,1,487.66
1170,Fully Meets,3,04-Aug-23,Communication Skills,External,Incomplete,1,179.85
1171,Fully Meets,3,07-Sep-22,Project Management,Internal,Completed,1,294.74
1172,Fully Meets,3,30-Mar-23,Communication Skills,External,Passed,5,202.09
1173,Fully Meets,3,09-Feb-23,Customer Service,Internal,Passed,4,901.42
1174,Fully Meets,3,12-May-23,Project Management,External,Incomplete,3,454.23
1175,Fully Meets,3,04-Jan-23,Project Management,Internal,Passed,3,460.39
1176,Fully Meets,3,14-Feb-23,Leadership Development,Internal,Completed,2,644.72
1177,Fully Meets,3,17-Sep-22,Customer Service,External,Passed,3,436.86
1178,Fully Meets,3,21-Dec-22,Project Management,External,Failed,1,361.52
1179,Fully Meets,3,11-Feb-23,Technical Skills,Internal,Passed,2,229.05
1180,Fully Meets,3,17-Nov-22,Technical Skills,Internal,Completed,3,787.85
1181,Fully Meets,3,31-Dec-22,Communication Skills,External,Incomplete,1,483.82
1182,Fully Meets,3,19-Oct-22,Communication Skills,External,Passed,5,623.64
1183,Fully Meets,3,16-Jul-23,Technical Skills,Internal,Incomplete,4,351.35
1184,Fully Meets,3,31-Jan-23,Customer Service,Internal,Completed,3,512.51
1185,Fully Meets,3,22-Sep-22,Project Management,Internal,Failed,5,957.9
1186,Fully Meets,3,12-Jun-23,Communication Skills,External,Failed,5,886.45
1187,Fully Meets,3,25-Oct-22,Communication Skills,Internal,Incomplete,4,443.55
1188,Fully Meets,3,07-Jan-23,Technical Skills,Internal,Passed,4,899.13
1189,Fully Meets,3,20-Sep-22,Communication Skills,External,Completed,1,202.74
1190,Fully Meets,3,21-May-23,Project Management,External,Failed,4,727.81
1191,Fully Meets,3,23-Sep-22,Customer Service,Internal,Completed,2,820.39
1192,Fully Meets,3,11-Oct-22,Leadership Development,External,Passed,4,111.94
1193,Fully Meets,3,05-May-23,Technical Skills,External,Failed,1,231.96
1194,Fully Meets,3,07-May-23,Communication Skills,Internal,Completed,2,430.92
1196,Fully Meets,3,28-Feb-23,Communication Skills,Internal,Completed,5,355.3
1197,Fully Meets,3,25-Feb-23,Technical Skills,Internal,Passed,5,575.1
1198,Fully Meets,3,19-Jun-23,Project Management,Internal,Failed,1,140.82
1199,Fully Meets,3,28-Nov-22,Leadership Development,External,Passed,2,663.19
1200,Fully Meets,3,29-Jul-23,Project Management,Internal,Incomplete,2,996.77
1201,Fully Meets,3,10-Oct-22,Communication Skills,External,Passed,2,145.39
1202,Fully Meets,3,08-Dec-22,Technical Skills,Internal,Incomplete,1,344.74
1203,Fully Meets,3,12-Oct-22,Project Management,External,Incomplete,5,308.09
1204,Fully Meets,3,16-Jul-23,Project Management,External,Incomplete,1,610.96
1205,Fully Meets,3,01-Aug-23,Communication Skills,External,Failed,3,201.83
1206,Fully Meets,3,20-Jul-23,Technical Skills,Internal,Passed,5,391.85
1207,Fully Meets,3,07-Dec-22,Communication Skills,Internal,Completed,5,682.36
1208,Fully Meets,3,20-Sep-22,Leadership Development,Internal,Passed,3,492.39
1209,Fully Meets,3,18-Jun-23,Communication Skills,External,Failed,2,197.78
1210,Fully Meets,3,09-Jan-23,Leadership Development,External,Incomplete,4,485.44
1211,Fully Meets,3,30-Jul-23,Leadership Development,External,Passed,3,557.34
1212,Fully Meets,3,03-May-23,Project Management,Internal,Failed,5,817.92
1213,Fully Meets,3,15-Feb-23,Project Management,External,Failed,4,485.39
1214,Fully Meets,3,02-Apr-23,Customer Service,Internal,Completed,3,145.13
1215,Fully Meets,3,13-Sep-22,Communication Skills,External,Passed,4,751.88
1216,Fully Meets,3,16-Jul-23,Leadership Development,External,Incomplete,1,136.48
1217,Fully Meets,3,17-Apr-23,Customer Service,External,Completed,1,857.42
1218,Fully Meets,3,30-Jan-23,Leadership Development,Internal,Failed,3,733.16
1219,Fully Meets,3,15-Sep-22,Communication Skills,External,Failed,5,761.31
1220,Fully Meets,3,29-Jun-23,Leadership Development,External,Passed,1,920.41
1221,Fully Meets,3,25-Aug-22,Customer Service,Internal,Passed,4,167.69
1222,Fully Meets,3,10-Mar-23,Leadership Development,External,Passed,2,931.45
1223,Fully Meets,3,30-Aug-22,Project Management,External,Completed,1,474.36
1224,Fully Meets,3,18-Mar-23,Project Management,Internal,Incomplete,5,598.72
1225,Fully Meets,3,14-Aug-22,Customer Service,Internal,Completed,5,557.02
1226,Fully Meets,3,20-May-23,Customer Service,Internal,Completed,3,939.92
1227,Fully Meets,3,15-May-23,Communication Skills,External,Failed,3,669.19
1228,Fully Meets,3,05-Oct-22,Technical Skills,Internal,Failed,5,525.69
1229,Fully Meets,3,11-Jan-23,Customer Service,External,Failed,1,173.66
1230,Fully Meets,3,30-Apr-23,Communication Skills,External,Completed,1,635.71
1231,Fully Meets,3,06-Aug-22,Project Management,External,Passed,1,896.8
1232,Fully Meets,3,30-Nov-22,Leadership Development,Internal,Incomplete,4,857.61
1233,Fully Meets,3,29-Nov-22,Customer Service,Internal,Failed,3,460.59
1234,Fully Meets,3,19-Feb-23,Leadership Development,Internal,Passed,1,504.82
1235,Fully Meets,3,10-Apr-23,Project Management,Internal,Failed,3,737.91
1236,Fully Meets,3,17-Apr-23,Customer Service,External,Passed,2,244.25
1237,Fully Meets,3,11-Nov-22,Leadership Development,External,Passed,2,762.82
1238,Fully Meets,3,14-Nov-22,Leadership Development,Internal,Incomplete,2,640.14
1239,Fully Meets,3,28-Apr-23,Project Management,Internal,Incomplete,3,726.03
1240,Fully Meets,3,04-Jan-23,Communication Skills,External,Passed,5,758.75
1241,Fully Meets,3,01-Feb-23,Project Management,External,Failed,5,878.94
1242,Fully Meets,3,14-Mar-23,Project Management,External,Passed,3,227.9
1243,Fully Meets,3,05-Feb-23,Communication Skills,Internal,Incomplete,3,855.27
1244,Fully Meets,3,18-Feb-23,Technical Skills,External,Incomplete,5,170.62
1245,Fully Meets,3,29-Jun-23,Communication Skills,Internal,Incomplete,4,392.14
1246,Fully Meets,3,25-Dec-22,Communication Skills,Internal,Completed,1,206.93
1247,Fully Meets,3,09-Dec-22,Customer Service,External,Completed,5,307.13
1248,Fully Meets,3,24-Aug-22,Communication Skills,Internal,Passed,4,165.05
1249,Fully Meets,3,15-Aug-22,Communication Skills,Internal,Completed,4,371.27
1250,Fully Meets,3,28-Apr-23,Communication Skills,External,Incomplete,3,366.78
1251,Fully Meets,3,04-Feb-23,Communication Skills,External,Failed,5,205.92
1252,Fully Meets,3,20-Nov-22,Leadership Development,Internal,Completed,1,314.51
1253,Fully Meets,3,03-Jun-23,Customer Service,Internal,Completed,2,793.86
1254,Fully Meets,3,20-Apr-23,Project Management,Internal,Passed,3,252.53
1255,Fully Meets,3,23-Oct-22,Customer Service,External,Passed,2,693.25
1256,Fully Meets,3,26-May-23,Project Management,Internal,Completed,4,926.76
1257,Fully Meets,3,23-May-23,Technical Skills,Internal,Failed,1,694.61
1258,Fully Meets,3,30-Jun-23,Project Management,Internal,Incomplete,1,732.02
1259,Fully Meets,3,04-Jan-23,Leadership Development,Internal,Completed,1,897.62
1260,Fully Meets,3,21-Nov-22,Leadership Development,Internal,Completed,2,786.57
1261,Fully Meets,3,26-Jul-23,Project Management,External,Incomplete,3,613.93
1262,Fully Meets,3,17-Jan-23,Communication Skills,Internal,Passed,2,711.8
1263,Fully Meets,3,03-Mar-23,Communication Skills,Internal,Failed,5,784.1
1264,Fully Meets,3,16-May-23,Customer Service,Internal,Failed,5,509.67
1265,Fully Meets,3,15-Jun-23,Leadership Development,Internal,Incomplete,4,494.96
1266,Fully Meets,3,30-Mar-23,Project Management,Internal,Incomplete,5,465.72
1267,Fully Meets,3,27-Feb-23,Technical Skills,Internal,Failed,1,507.43
1268,Fully Meets,3,25-May-23,Project Management,External,Passed,5,401.97
1269,Fully Meets,3,23-Dec-22,Customer Service,External,Passed,4,813.9
1270,Fully Meets,3,21-Aug-22,Leadership Development,External,Completed,2,360.02
1271,Fully Meets,3,15-Feb-23,Customer Service,Internal,Completed,3,692.71
1272,Fully Meets,3,24-Feb-23,Technical Skills,Internal,Failed,3,233.12
1273,Fully Meets,3,24-May-23,Technical Skills,External,Incomplete,1,881.48
1274,Fully Meets,3,22-May-23,Project Management,Internal,Passed,2,448.48
1275,Fully Meets,3,13-Jun-23,Communication Skills,External,Incomplete,3,288.88
1276,Fully Meets,3,15-Jul-23,Communication Skills,Internal,Failed,1,572.45
1277,Fully Meets,3,27-Mar-23,Communication Skills,Internal,Passed,3,141.38
1278,Fully Meets,3,04-Feb-23,Technical Skills,Internal,Incomplete,1,331.46
1279,Fully Meets,3,23-Nov-22,Technical Skills,Internal,Incomplete,4,704.93
1280,Fully Meets,3,08-Jun-23,Leadership Development,External,Completed,4,450.65
1281,Fully Meets,3,31-Jan-23,Project Management,External,Completed,3,775.97
1282,Fully Meets,3,20-Feb-23,Leadership Development,External,Passed,4,376.0
1283,Fully Meets,3,17-Jan-23,Customer Service,External,Failed,2,106.54
1284,Fully Meets,3,10-Nov-22,Communication Skills,External,Completed,1,852.87
1285,Fully Meets,3,08-Nov-22,Project Management,External,Completed,4,469.03
1286,Fully Meets,3,28-May-23,Customer Service,Internal,Incomplete,2,274.85
1287,Fully Meets,3,31-Mar-23,Technical Skills,External,Completed,1,342.57
1288,Fully Meets,3,13-May-23,Technical Skills,External,Incomplete,5,948.31
1289,Fully Meets,3,08-Oct-22,Leadership Development,Internal,Incomplete,3,900.52
1290,Fully Meets,3,14-May-23,Leadership Development,External,Completed,4,140.72
1291,Fully Meets,3,12-Sep-22,Technical Skills,Internal,Passed,3,913.62
1292,Fully Meets,3,22-Feb-23,Customer Service,Internal,Completed,5,950.3
1293,Fully Meets,3,12-Mar-23,Project Management,Internal,Passed,2,668.77
1294,Fully Meets,3,15-Aug-22,Technical Skills,Internal,Passed,3,906.05
1295,Fully Meets,3,03-Jan-23,Communication Skills,Internal,Incomplete,5,689.77
1296,Fully Meets,3,05-Mar-23,Communication Skills,External,Passed,2,694.27
1297,Fully Meets,3,14-Jun-23,Project Management,External,Passed,3,352.75
1298,Fully Meets,3,16-May-23,Project Management,Internal,Passed,3,411.17
1299,Fully Meets,3,21-Jan-23,Project Management,External,Completed,3,358.81
1300,Fully Meets,3,29-Apr-23,Technical Skills,Internal,Passed,4,588.64
1301,Fully Meets,3,22-Sep-22,Communication Skills,Internal,Incomplete,1,472.18
1302,Fully Meets,3,20-Aug-22,Project Management,Internal,Passed,2,758.79
1303,Fully Meets,3,02-Jun-23,Leadership Development,Internal,Failed,3,921.81
1304,Fully Meets,3,16-Jan-23,Communication Skills,External,Completed,3,405.08
1305,Fully Meets,3,08-Jul-23,Technical Skills,Internal,Failed,3,784.22
1306,Fully Meets,3,13-Jul-23,Technical Skills,External,Failed,4,443.99
1307,Fully Meets,3,16-Nov-22,Technical Skills,Internal,Incomplete,3,609.9
1308,Fully Meets,3,10-Oct-22,Leadership Development,External,Failed,5,742.16
1309,Fully Meets,3,09-Sep-22,Technical Skills,External,Failed,3,517.74
1310,Fully Meets,3,16-Oct-22,Project Management,Internal,Incomplete,4,350.59
1311,Fully Meets,3,17-Oct-22,Leadership Development,Internal,Incomplete,1,546.94
1312,Fully Meets,3,29-Apr-23,Communication Skills,Internal,Completed,4,514.37
1313,Fully Meets,3,25-Oct-22,Leadership Development,Internal,Incomplete,5,786.98
1314,Fully Meets,3,18-Mar-23,Project Management,Internal,Passed,4,852.21
1315,Fully Meets,3,29-Jul-23,Communication Skills,External,Failed,4,761.63
1316,Fully Meets,3,20-Apr-23,Technical Skills,External,Passed,5,202.62
1317,Fully Meets,3,20-Aug-22,Communication Skills,External,Passed,5,414.75
1318,Fully Meets,3,17-Oct-22,Communication Skills,External,Completed,4,344.55
1319,Fully Meets,3,19-May-23,Project Management,Internal,Failed,1,777.46
1320,Fully Meets,3,25-Aug-22,Leadership Development,External,Completed,3,948.71
1321,Fully Meets,3,19-Jan-23,Customer Service,Internal,Passed,5,308.77
1322,Fully Meets,3,24-Feb-23,Customer Service,External,Incomplete,1,891.25
1323,Fully Meets,3,30-Mar-23,Customer Service,Internal,Passed,2,659.9
1324,Fully Meets,3,30-Sep-22,Project Management,Internal,Failed,2,858.72
1325,Fully Meets,3,28-Mar-23,Project Management,External,Failed,5,380.24
1326,Fully Meets,3,01-May-23,Leadership Development,External,Passed,5,505.4
1327,Fully Meets,3,02-Jul-23,Leadership Development,Internal,Passed,3,609.01
1328,Fully Meets,3,24-Mar-23,Customer Service,Internal,Failed,3,656.38
1329,Fully Meets,3,11-Jun-23,Project Management,External,Passed,5,692.63
1330,Fully Meets,3,20-Nov-22,Project Management,Internal,Incomplete,3,633.72
1331,Fully Meets,3,14-Sep-22,Communication Skills,Internal,Failed,2,517.62
1332,Fully Meets,3,13-Aug-22,Leadership Development,External,Incomplete,4,231.76
1333,Fully Meets,3,01-Mar-23,Customer Service,Internal,Passed,2,605.12
1334,Fully Meets,3,01-Apr-23,Project Management,Internal,Failed,1,297.12
1335,Fully Meets,3,20-Feb-23,Leadership Development,Internal,Incomplete,2,384.43
1336,Fully Meets,3,19-Dec-22,Leadership Development,Internal,Passed,4,969.95
1337,Fully Meets,3,17-Jan-23,Project Management,External,Failed,5,719.7
1338,Fully Meets,3,30-Oct-22,Leadership Development,External,Incomplete,1,355.83
1339,Fully Meets,3,24-Nov-22,Customer Service,Internal,Incomplete,3,754.47
1340,Fully Meets,3,06-Feb-23,Leadership Development,External,Incomplete,2,890.39
1341,Fully Meets,3,14-Feb-23,Project Management,Internal,Passed,3,268.78
1342,Fully Meets,3,28-Jan-23,Project Management,Internal,Failed,4,930.72
1343,Fully Meets,3,02-Sep-22,Customer Service,External,Completed,5,924.85
1344,Fully Meets,3,01-Nov-22,Technical Skills,Internal,Incomplete,5,284.38
1345,Fully Meets,3,30-Nov-22,Communication Skills,External,Passed,1,395.1
1346,Fully Meets,3,02-Jul-23,Technical Skills,External,Failed,2,501.64
1347,Fully Meets,3,22-Oct-22,Communication Skills,Internal,Failed,5,792.72
1349,Fully Meets,3,26-Nov-22,Technical Skills,Internal,Incomplete,3,870.01
1350,Fully Meets,3,29-Jan-23,Leadership Development,Internal,Incomplete,2,610.06
1351,Fully Meets,3,20-Dec-22,Project Management,Internal,Passed,2,278.16
1352,Fully Meets,3,01-Nov-22,Communication Skills,External,Completed,4,218.93
1353,Fully Meets,3,16-Dec-22,Communication Skills,Internal,Incomplete,5,179.21
1355,Fully Meets,3,13-Mar-23,Project Management,Internal,Completed,5,534.28
1356,Fully Meets,3,06-Apr-23,Technical Skills,Internal,Incomplete,3,301.39
1357,Fully Meets,3,26-May-23,Project Management,External,Incomplete,3,231.65
1358,Fully Meets,3,10-Aug-22,Communication Skills,Internal,Completed,2,994.81
1359,Fully Meets,3,14-Feb-23,Customer Service,External,Incomplete,4,729.91
1360,PIP,3,20-Sep-22,Leadership Development,Internal,Passed,2,538.02
1362,Exceeds,3,29-Aug-22,Customer Service,Internal,Passed,4,196.94
1363,PIP,3,15-Dec-22,Project Management,Internal,Completed,2,285.83
1364,Exceeds,3,28-Dec-22,Project Management,External,Incomplete,4,818.6
1365,Exceeds,3,10-Apr-23,Leadership Development,External,Incomplete,1,610.97
1366,Exceeds,3,18-Nov-22,Technical Skills,Internal,Completed,1,762.83
1367,Exceeds,3,20-Sep-22,Project Management,External,Incomplete,5,438.44
1368,Exceeds,3,19-Oct-22,Project Management,Internal,Incomplete,4,271.9
1369,Exceeds,3,31-Jan-23,Communication Skills,External,Incomplete,2,629.2
1370,Exceeds,3,06-Sep-22,Leadership Development,Internal,Incomplete,1,850.28
1371,Exceeds,3,01-Oct-22,Leadership Development,External,Passed,1,321.25
1372,Exceeds,3,03-Jun-23,Customer Service,Internal,Passed,1,475.32
1373,Exceeds,3,08-Sep-22,Leadership Development,External,Failed,4,847.2
1374,Exceeds,3,08-Oct-22,Customer Service,Internal,Completed,1,983.35
1375,Exceeds,3,25-Jun-23,Technical Skills,External,Passed,3,880.9
1376,Exceeds,3,02-Aug-23,Customer Service,External,Completed,3,795.72
1377,Exceeds,3,20-Jun-23,Communication Skills,Internal,Completed,2,909.56
1378,PIP,3,28-Jan-23,Communication Skills,External,Failed,5,145.7
1379,Exceeds,3,06-Mar-23,Communication Skills,Internal,Passed,1,397.48
1380,Exceeds,3,26-May-23,Communication Skills,External,Failed,3,326.7
1381,PIP,3,20-Sep-22,Leadership Development,Internal,Failed,4,718.16
1382,Exceeds,3,21-Feb-23,Communication Skills,Internal,Passed,5,162.46
1383,Exceeds,3,15-Jan-23,Customer Service,Internal,Completed,3,924.64
1384,PIP,3,04-Oct-22,Leadership Development,Internal,Passed,4,628.48
1385,PIP,3,27-Jun-23,Communication Skills,Internal,Passed,1,678.07
1386,Exceeds,3,29-Jun-23,Technical Skills,External,Passed,1,106.91
1387,PIP,3,20-Dec-22,Communication Skills,External,Incomplete,1,195.95
1388,Exceeds,3,18-Apr-23,Communication Skills,External,Completed,1,918.34
1389,Exceeds,3,16-Jan-23,Communication Skills,External,Incomplete,3,425.34
1390,Exceeds,3,03-Mar-23,Communication Skills,External,Completed,3,512.53
1391,Needs Improvement,3,05-Feb-23,Leadership Development,External,Completed,3,146.48
1392,Exceeds,3,20-Apr-23,Leadership Development,External,Completed,3,578.62
1393,Exceeds,3,02-Apr-23,Technical Skills,External,Failed,3,255.61
1394,Exceeds,3,13-Feb-23,Leadership Development,Internal,Passed,5,370.26
1395,Exceeds,3,28-Dec-22,Communication Skills,Internal,Failed,2,302.97
1396,Exceeds,3,13-Sep-22,Communication Skills,Internal,Completed,3,632.28
1397,Exceeds,3,01-Mar-23,Customer Service,Internal,Incomplete,2,669.41
1398,Needs Improvement,3,04-Jan-23,Communication Skills,External,Passed,3,191.99
1399,Needs Improvement,3,02-May-23,Customer Service,Internal,Incomplete,2,695.11
1400,Exceeds,3,06-Aug-22,Communication Skills,Internal,Failed,2,634.92
1401,Exceeds,3,03-Jul-23,Communication Skills,Internal,Incomplete,5,873.98
1402,Exceeds,3,14-Oct-22,Communication Skills,External,Passed,3,602.33
1403,Exceeds,3,08-Jun-23,Technical Skills,Internal,Failed,3,807.02
1404,Exceeds,3,02-Oct-22,Project Management,Internal,Completed,4,411.94
1405,Exceeds,3,15-Sep-22,Customer Service,External,Completed,4,537.73
1406,Exceeds,3,03-May-23,Technical Skills,Internal,Incomplete,5,930.1
1407,Exceeds,3,23-Nov-22,Communication Skills,External,Completed,3,249.66
1408,Exceeds,3,24-Dec-22,Communication Skills,Internal,Passed,5,691.82
1409,Exceeds,3,23-Aug-22,Customer Service,Internal,Passed,4,938.59
1410,Exceeds,3,25-Nov-22,Project Management,External,Completed,1,746.8
1411,Exceeds,3,14-Dec-22,Technical Skills,External,Incomplete,1,690.75
1412,Exceeds,3,24-Aug-22,Project Management,External,Incomplete,4,544.19
1413,Needs Improvement,3,17-Feb-23,Technical Skills,Internal,Completed,5,918.34
1414,Exceeds,3,21-Jan-23,Customer Service,Internal,Failed,3,997.2
1415,Exceeds,3,28-Dec-22,Customer Service,Internal,Incomplete,3,633.96
1416,Exceeds,3,27-Oct-22,Customer Service,External,Passed,2,638.69
1417,Exceeds,3,05-Jan-23,Project Management,Internal,Passed,1,643.82
1418,Needs Improvement,3,24-Jun-23,Project Management,External,Failed,1,840.76
1419,Exceeds,3,13-Apr-23,Leadership Development,Internal,Passed,1,108.04
1420,Exceeds,3,16-Feb-23,Communication Skills,Internal,Completed,5,889.57
1421,Exceeds,3,08-Dec-22,Customer Service,Internal,Completed,5,835.97
1423,Needs Improvement,3,15-Mar-23,Communication Skills,Internal,Passed,3,255.55
1425,Needs Improvement,3,13-Mar-23,Technical Skills,Internal,Failed,1,850.15
1426,Exceeds,3,02-Dec-22,Project Management,External,Completed,3,938.04
1427,Needs Improvement,3,25-Apr-23,Project Management,External,Passed,1,684.24
1428,Exceeds,3,30-Aug-22,Technical Skills,Internal,Failed,5,956.11
1429,Exceeds,3,26-Nov-22,Communication Skills,External,Failed,4,441.43
1430,Needs Improvement,3,26-Aug-22,Leadership Development,External,Passed,4,193.99
1431,Exceeds,3,15-Oct-22,Technical Skills,External,Failed,3,790.72
1432,Exceeds,3,06-Aug-22,Communication Skills,Internal,Completed,4,894.75
1433,Needs Improvement,3,18-Sep-22,Customer Service,Internal,Passed,4,863.73
1434,Exceeds,3,27-Apr-23,Project Management,External,Incomplete,2,746.99
1435,Exceeds,3,21-Sep-22,Leadership Development,Internal,Passed,4,360.38
1436,Needs Improvement,3,26-Aug-22,Technical Skills,Internal,Incomplete,1,298.3
1437,Exceeds,3,28-Dec-22,Leadership Development,External,Passed,3,537.12
1438,Exceeds,3,12-May-23,Customer Service,External,Passed,2,996.18
1439,Needs Improvement,3,20-Jun-23,Communication Skills,Internal,Completed,4,764.43
1440,Needs Improvement,3,13-Nov-22,Communication Skills,External,Failed,5,490.33
1441,Needs Improvement,3,23-Oct-22,Customer Service,Internal,Incomplete,4,758.41
1442,Needs Improvement,3,21-Feb-23,Technical Skills,External,Incomplete,3,367.56
1443,Needs Improvement,3,03-May-23,Leadership Development,Internal,Failed,5,582.49
1444,Needs Improvement,3,30-Jan-23,Leadership Development,External,Incomplete,2,561.14
1448,Needs Improvement,3,06-Aug-22,Leadership Development,Internal,Failed,5,151.43
1449,Needs Improvement,3,09-Oct-22,Customer Service,Internal,Passed,5,675.71
1450,Needs Improvement,3,23-Jun-23,Project Management,Internal,Incomplete,5,436.63
1451,Needs Improvement,3,25-Oct-22,Communication Skills,External,Completed,2,387.11
1452,Needs Improvement,3,04-Sep-22,Technical Skills,Internal,Passed,4,320.38
1453,Needs Improvement,3,05-Apr-23,Technical Skills,Internal,Passed,2,294.55
1454,Needs Improvement,3,14-Dec-22,Customer Service,External,Completed,1,832.86
1455,Needs Improvement,3,15-May-23,Leadership Development,Internal,Passed,5,223.34
1456,Exceeds,3,30-Sep-22,Customer Service,External,Incomplete,3,456.95
1457,Exceeds,3,11-May-23,Project Management,External,Passed,5,988.47
1458,Exceeds,3,22-May-23,Technical Skills,External,Incomplete,1,429.49
1459,Exceeds,3,18-Oct-22,Project Management,Internal,Failed,3,798.97
1460,Exceeds,3,06-Mar-23,Customer Service,Internal,Incomplete,2,864.22
1461,Exceeds,3,01-Jun-23,Communication Skills,Internal,Passed,1,302.52
1462,Exceeds,3,02-Feb-23,Leadership Development,External,Completed,4,152.66
1463,Exceeds,3,14-Apr-23,Customer Service,Internal,Completed,2,399.05
1464,Exceeds,3,25-Jun-23,Customer Service,Internal,Completed,2,791.74
1465,Exceeds,3,06-Dec-22,Leadership Development,External,Incomplete,4,770.23
1466,Exceeds,3,16-Dec-22,Project Management,External,Completed,3,746.05
1467,Fully Meets,3,13-Jan-23,Technical Skills,External,Completed,2,177.66
1468,Exceeds,3,10-Apr-23,Leadership Development,Internal,Passed,5,429.38
1469,Exceeds,3,25-Aug-22,Leadership Development,External,Incomplete,3,867.59
1470,Exceeds,3,17-Apr-23,Communication Skills,External,Failed,5,502.65
1471,Exceeds,3,06-Mar-23,Technical Skills,Internal,Completed,3,488.68
1472,Exceeds,3,11-Apr-23,Project Management,Internal,Passed,3,416.76
1473,Exceeds,3,11-Feb-23,Leadership Development,External,Passed,4,336.08
1474,Exceeds,3,19-Feb-23,Project Management,External,Failed,1,798.37
1475,Exceeds,3,04-Nov-22,Technical Skills,Internal,Passed,3,499.48
1476,PIP,3,08-Mar-23,Technical Skills,External,Completed,2,615.32
1477,Exceeds,3,12-Mar-23,Technical Skills,External,Failed,5,410.36
1478,Exceeds,3,03-Aug-23,Leadership Development,External,Failed,5,453.86
1479,Exceeds,3,23-Jan-23,Project Management,Internal,Failed,1,975.27
1480,Needs Improvement,3,18-Apr-23,Leadership Development,External,Failed,2,946.81
1481,Exceeds,3,16-May-23,Communication Skills,Internal,Completed,5,142.57
1482,Exceeds,3,13-Oct-22,Customer Service,Internal,Completed,5,186.57
1483,Exceeds,3,22-Aug-22,Communication Skills,External,Incomplete,4,168.71
1484,Exceeds,3,29-Jul-23,Communication Skills,External,Incomplete,1,473.77
1485,Exceeds,3,02-Jul-23,Leadership Development,External,Completed,5,654.35
1486,Fully Meets,3,30-May-23,Customer Service,Internal,Incomplete,2,176.63
1487,Fully Meets,3,08-Aug-22,Customer Service,External,Failed,3,385.82
1489,Fully Meets,3,01-Oct-22,Leadership Development,External,Completed,5,112.64
1490,Needs Improvement,3,23-Jul-23,Communication Skills,External,Incomplete,4,849.95
1491,Exceeds,3,10-Aug-22,Technical Skills,External,Failed,5,187.65
1492,Exceeds,3,25-Dec-22,Customer Service,Internal,Failed,1,285.56
1493,Fully Meets,3,09-Oct-22,Communication Skills,Internal,Incomplete,3,793.43
1494,Fully Meets,3,01-Feb-23,Customer Service,External,Passed,5,978.89
1495,Fully Meets,3,25-Feb-23,Customer Service,Internal,Completed,4,993.66
1496,Fully Meets,3,07-Sep-22,Customer Service,External,Completed,3,768.55
1497,Needs Improvement,3,23-Aug-22,Technical Skills,External,Completed,3,140.78
1498,Exceeds,3,05-Aug-23,Project Management,Internal,Passed,3,598.07
1499,Fully Meets,3,18-Jan-23,Customer Service,External,Incomplete,5,543.52
1500,Fully Meets,3,12-Jan-23,Technical Skills,Internal,Passed,2,916.73
1501,Fully Meets,3,29-Jul-23,Customer Service,Internal,Completed,2,491.99
1502,Fully Meets,3,08-Mar-23,Technical Skills,Internal,Failed,4,245.0
1503,Fully Meets,3,09-Dec-22,Communication Skills,External,Failed,3,574.9
1504,Needs Improvement,3,20-Jun-23,Technical Skills,Internal,Failed,4,684.08
1505,Exceeds,3,08-May-23,Leadership Development,Internal,Passed,2,204.1
1506,Exceeds,3,01-Nov-22,Leadership Development,External,Failed,1,789.33
1507,Fully Meets,3,21-Sep-22,Technical Skills,Internal,Completed,3,812.13
1508,Fully Meets,3,12-May-23,Customer Service,Internal,Passed,2,675.02
