employee_id,current_skill,source
377,R,synthesized
377,UNIX,synthesized
377,Learning Strategies,synthesized
377,Microsoft Project,synthesized
377,Mathematics,synthesized
377,Statistical software,synthesized
377,Microsoft PowerPoint,synthesized
378,SAP software,synthesized
378,Microsoft Access,synthesized
378,SAP BusinessObjects Crystal Reports,synthesized
378,Microsoft Office software,synthesized
378,Apple iOS,synthesized
378,Security assertion markup language SAML,synthesized
378,Microsoft Exchange,synthesized
378,Microsoft Dynamics,synthesized
378,Speaking,synthesized
378,Virtual private networking VPN software,synthesized
378,Docker,synthesized
378,IBM Domino,synthesized
378,Ansible software,synthesized
378,Perl,synthesized
378,SAP Adaptive Server Enterprise,synthesized
378,Microsoft PowerPoint,synthesized
378,Reading Comprehension,synthesized
378,Monitoring,synthesized
378,Voice over internet protocol VoIP system software,synthesized
378,Firewall software,synthesized
378,WebEx Sales Center,synthesized
378,Ruby,synthesized
378,Linux,synthesized
378,Microsoft SharePoint,synthesized
378,Microsoft Teams,synthesized
378,Microsoft Project,synthesized
378,Border Gateway Protocol BGP,synthesized
378,Enterprise JavaBeans,synthesized
378,Oracle PeopleSoft,synthesized
378,MicroStrategy,synthesized
378,Microsoft Visio,synthesized
378,Microsoft SQL Server,synthesized
378,Structured query language SQL,synthesized
378,Apache HBase,synthesized
378,Apache Hadoop,synthesized
378,Google Workspace software,synthesized
378,Software as a service SaaS,synthesized
378,Scheduling software,synthesized
378,Apache Pig,synthesized
378,React,synthesized
378,Hyperion Solutions Hyperion System 9 Bi+,synthesized
378,Wireshark,synthesized
378,Active Listening,synthesized
379,Python,synthesized
379,National Instruments LabVIEW,synthesized
379,Medical Scientists MediSave,synthesized
379,Waters Empower 2,synthesized
379,StataCorp Stata,synthesized
379,Medical Scientists HybridAI,synthesized
379,Microsoft Visual Basic,synthesized
379,SAS,synthesized
379,Waters MassLynx,synthesized
379,Minitab,synthesized
379,Active Learning,synthesized
379,Microsoft Office software,synthesized
379,Monitoring,synthesized
379,The MathWorks MATLAB,synthesized
379,LexisNexis,synthesized
379,Integrated development environment IDE software,synthesized
379,UNIX,synthesized
379,Learning Strategies,synthesized
379,BioArray Software Environment BASE,synthesized
380,Microsoft Office software,synthesized
380,The MathWorks MATLAB,synthesized
380,Microsoft Visio,synthesized
380,Oracle Database,synthesized
380,Graphics software,synthesized
380,Clinical trial management software,synthesized
380,IBM SPSS Statistics,synthesized
380,R,synthesized
380,StataCorp Stata,synthesized
380,Web browser software,synthesized
380,Microsoft PowerPoint,synthesized
380,Microsoft Access,synthesized
380,Learning Strategies,synthesized
380,SAS,synthesized
380,Microsoft SharePoint,synthesized
380,Structured query language SQL,synthesized
380,Integrated development environment IDE software,synthesized
380,Microsoft Outlook,synthesized
380,Mathematics,synthesized
380,STATISTICA,synthesized
380,Laboratory information management system LIMS,synthesized
380,Science,synthesized
380,Active Learning,synthesized
380,ESRI ArcGIS software,synthesized
380,Adobe Acrobat,synthesized
380,Critical Thinking,synthesized
381,Veritas NetBackup,synthesized
381,Active Learning,synthesized
381,GroupMe,synthesized
381,Blackbaud The Raiser's Edge,synthesized
381,Medical condition coding software,synthesized
381,Human resource management software HRMS,synthesized
381,Social media sites,synthesized
381,LSA Visual Easy Lean,synthesized
381,IBM Power Systems software,synthesized
381,NetSuite NetCRM,synthesized
381,IBM Domino,synthesized
381,R,synthesized
381,The MathWorks MATLAB,synthesized
381,Mathematics,synthesized
381,Speaking,synthesized
381,Oracle JD Edwards EnterpriseOne,synthesized
381,Flipgrid,synthesized
381,Writing,synthesized
381,Microsoft SharePoint,synthesized
381,Oracle Solaris,synthesized
381,Database software,synthesized
381,Oracle Database,synthesized
381,Qlik Tech QlikView,synthesized
381,Quest Erwin Data Modeler,synthesized
381,Marketo Marketing Automation,synthesized
381,vtiger CRM,synthesized
381,Google Docs,synthesized
381,Microsoft Outlook,synthesized
381,SeaMonkey,synthesized
381,Shell script,synthesized
381,Microsoft Word,synthesized
381,Critical Thinking,synthesized
381,SAP Crystal Reports,synthesized
381,Oracle PeopleSoft Financials,synthesized
381,Atlassian JIRA,synthesized
381,Sage MAS 500,synthesized
381,Google Drive,synthesized
381,Microsoft Project,synthesized
381,Structured query language SQL,synthesized
381,AMG Teleran SalesInSync,synthesized
381,Datawatch Monarch,synthesized
381,Kronos Workforce Payroll,synthesized
381,SAS,synthesized
381,Deacom ERP,synthesized
381,Extensible markup language XML,synthesized
381,Tableau,synthesized
381,Monitoring,synthesized
381,Microsoft SQL Server,synthesized
381,Microsoft Windows,synthesized
381,Teradata Database,synthesized
381,IBM Notes,synthesized
381,Microsoft FrontPage,synthesized
381,Adobe Acrobat,synthesized
381,Microsoft PowerPoint,synthesized
381,SAP software,synthesized
381,Salesforce.com Salesforce CRM,synthesized
381,Job control language JCL,synthesized
381,Savant MobileRanger,synthesized
381,Oracle Fusion Applications,synthesized
381,Slack,synthesized
381,Vanguard Software Vanguard Sales Manager,synthesized
381,Fund accounting software,synthesized
381,Dynamic Energy Systems MedAct,synthesized
381,Salesforce software,synthesized
381,Apple Keynote,synthesized
381,Oracle Taleo,synthesized
381,ADP Workforce Now,synthesized
381,Sugar CRM,synthesized
381,Google Ads,synthesized
381,Act!,synthesized
381,LinkedIn,synthesized
381,Oracle Hyperion,synthesized
381,Apache Hadoop,synthesized
381,Microsoft Visual Basic for Applications VBA,synthesized
381,Mozilla Thunderbird,synthesized
381,Geographic information system GIS software,synthesized
381,Siemens NX,synthesized
381,Apple macOS,synthesized
381,ActionWare,synthesized
381,Yardi software,synthesized
381,Dropbox,synthesized
381,Airtable,synthesized
382,Apache Struts,synthesized
382,IBM Domino,synthesized
382,Database management software,synthesized
382,Microsoft Visio,synthesized
382,Structured query language SQL,synthesized
382,Science,synthesized
382,WebEx Sales Center,synthesized
382,Oracle PeopleSoft,synthesized
382,Microsoft SharePoint,synthesized
382,Oracle Database,synthesized
382,Border Gateway Protocol BGP,synthesized
382,Teradata Database,synthesized
382,IBM Cognos Business Intelligence,synthesized
382,Scheduling software,synthesized
382,Mathematics,synthesized
382,SAP Business Objects,synthesized
382,Microsoft Office Live Meeting,synthesized
382,Dassault Systemes SolidWorks,synthesized
382,R,synthesized
382,C,synthesized
382,Microsoft Excel,synthesized
382,Kubernetes,synthesized
382,Software as a service SaaS,synthesized
382,C++,synthesized
382,IBM DB2,synthesized
382,Cisco Systems CiscoWorks,synthesized
382,Docker,synthesized
382,Wireshark,synthesized
382,Apache Pig,synthesized
382,Single sign-on SSO,synthesized
382,Microsoft Azure software,synthesized
382,Security assertion markup language SAML,synthesized
382,Virtual private networking VPN software,synthesized
382,Google Cloud software,synthesized
382,UNIX,synthesized
382,Linux,synthesized
382,Microsoft Teams,synthesized
382,Voice over internet protocol VoIP system software,synthesized
382,Monitoring,synthesized
382,Informatica Corporation PowerCenter,synthesized
382,Critical Thinking,synthesized
382,Microsoft Word,synthesized
382,MicroStrategy,synthesized
382,Microsoft Project,synthesized
384,NetSuite ERP,synthesized
384,Critical Thinking,synthesized
384,Speaking,synthesized
384,Microsoft Word,synthesized
384,Exact Software JobBOSS,synthesized
384,Email software,synthesized
384,Apple Final Cut Pro,synthesized
384,Active Learning,synthesized
384,Microsoft Outlook,synthesized
384,IBM Rational ClearQuest,synthesized
384,Adobe Photoshop,synthesized
384,Computerized maintenance management system CMMS,synthesized
384,Citect IIM,synthesized
384,WorkSchedule.net,synthesized
384,Learning Strategies,synthesized
384,Database software,synthesized
384,Statistical process control SPC software,synthesized
384,Adobe Acrobat,synthesized
384,PTC Creo Parametric,synthesized
384,Microsoft Office software,synthesized
384,Microsoft Project,synthesized
384,Intuit QuickBooks,synthesized
384,Microsoft PowerPoint,synthesized
384,Web browser software,synthesized
384,Landtec System Software LFG Pro,synthesized
384,Eko,synthesized
384,Plant management software,synthesized
384,Supervisory control and data acquisition SCADA software,synthesized
384,Minitab,synthesized
384,Marel production system MPS,synthesized
384,Microsoft Excel,synthesized
384,Industrial production manager and stock control software,synthesized
384,JamBoard,synthesized
384,AVEVA InTouch HMI,synthesized
384,Autodesk AutoCAD,synthesized
384,Adobe After Effects,synthesized
384,YouTube,synthesized
384,Computer integrated manufacturing CIM warehouse shipping manager software,synthesized
384,Science,synthesized
384,Schneider Electric CitectSCADA,synthesized
385,SAP software,synthesized
385,Microsoft SharePoint,synthesized
385,StataCorp Stata,synthesized
385,Microsoft Access,synthesized
385,Active Listening,synthesized
385,Microsoft Project,synthesized
385,ESRI ArcGIS software,synthesized
385,Laboratory information management system LIMS,synthesized
385,Clinical trial management software,synthesized
385,Oracle Database,synthesized
385,The MathWorks MATLAB,synthesized
385,Adobe Photoshop,synthesized
385,IBM SPSS Statistics,synthesized
385,Mathematics,synthesized
385,Active Learning,synthesized
385,Microsoft Excel,synthesized
385,Web browser software,synthesized
385,Writing,synthesized
385,Science,synthesized
385,Reading Comprehension,synthesized
385,Critical Thinking,synthesized
385,SAS,synthesized
385,Microsoft Office software,synthesized
385,Microsoft Word,synthesized
385,SAP Business Objects,synthesized
385,Microsoft Outlook,synthesized
386,Microsoft SharePoint,synthesized
386,STATISTICA,synthesized
386,Oracle Database,synthesized
386,Microsoft Visio,synthesized
386,Speaking,synthesized
386,Active Listening,synthesized
386,IBM Lotus 1-2-3,synthesized
386,Learning Strategies,synthesized
386,Microsoft Project,synthesized
386,SAP Business Objects,synthesized
386,Microsoft Outlook,synthesized
386,Laboratory information management system LIMS,synthesized
386,Active Learning,synthesized
386,Microsoft Excel,synthesized
386,Monitoring,synthesized
386,SAP software,synthesized
386,Adobe Acrobat,synthesized
386,Mathematics,synthesized
386,ESRI ArcGIS software,synthesized
386,Science,synthesized
386,IBM SPSS Statistics,synthesized
386,Reading Comprehension,synthesized
387,Science,synthesized
387,Virtual private networking VPN software,synthesized
387,C++,synthesized
387,Voice over internet protocol VoIP system software,synthesized
387,Dassault Systemes SolidWorks,synthesized
387,Cisco Systems CiscoWorks,synthesized
387,Linux,synthesized
387,Firewall software,synthesized
387,Microsoft Teams,synthesized
387,Apache Hadoop,synthesized
387,PHP,synthesized
387,Shell script,synthesized
387,Docker,synthesized
387,Amazon Web Services AWS software,synthesized
387,Scheduling software,synthesized
387,Enterprise JavaBeans,synthesized
387,Microsoft Visio,synthesized
387,Microsoft Azure software,synthesized
387,Graphics software,synthesized
387,Reading Comprehension,synthesized
387,SAP BusinessObjects Crystal Reports,synthesized
387,Splunk Enterprise,synthesized
387,Python,synthesized
387,Apple iOS,synthesized
387,Microsoft Project,synthesized
387,Microsoft Windows Server,synthesized
387,Writing,synthesized
387,R,synthesized
387,Apache Pig,synthesized
387,Ansible software,synthesized
387,Database management software,synthesized
387,Ruby,synthesized
387,Network directory services software,synthesized
387,Apache HBase,synthesized
387,Salesforce software,synthesized
387,React,synthesized
387,Citrix cloud computing software,synthesized
387,Web browser software,synthesized
387,Critical Thinking,synthesized
387,NortonLifeLock cybersecurity software,synthesized
387,Sales analysis software,synthesized
387,Ab Initio,synthesized
387,SAP Adaptive Server Enterprise,synthesized
387,Microsoft Access,synthesized
387,Hyperion Solutions Hyperion System 9 Bi+,synthesized
387,Perl,synthesized
387,MicroStrategy Desktop,synthesized
387,JavaScript,synthesized
387,Microsoft Outlook,synthesized
387,Microsoft Active Directory,synthesized
387,Hewlett Packard HP-UX,synthesized
387,Google Workspace software,synthesized
387,Management information systems MIS,synthesized
387,Single sign-on SSO,synthesized
387,Cisco Systems VPN Client,synthesized
387,Microsoft Word,synthesized
388,Linux,synthesized
388,Informatica Corporation PowerCenter,synthesized
388,Kubernetes,synthesized
388,SAP Business Objects,synthesized
388,C++,synthesized
388,SAP Adaptive Server Enterprise,synthesized
388,Ab Initio,synthesized
388,Microsoft Exchange,synthesized
388,Enterprise application integration EAI software,synthesized
388,Cisco Systems VPN Client,synthesized
388,Wireshark,synthesized
388,Splunk Enterprise,synthesized
388,Microsoft Dynamics,synthesized
388,Software as a service SaaS,synthesized
388,React,synthesized
388,RESTful API,synthesized
388,Monitoring,synthesized
388,Learning Strategies,synthesized
388,Scheduling software,synthesized
388,Apple iOS,synthesized
388,Hyperion Solutions Hyperion System 9 Bi+,synthesized
388,Microsoft Teams,synthesized
388,Google Workspace software,synthesized
388,Amazon Web Services AWS software,synthesized
388,Google Cloud software,synthesized
388,IBM Domino,synthesized
388,Single sign-on SSO,synthesized
388,MapReduce big data software,synthesized
388,Active Listening,synthesized
388,Python,synthesized
388,Voice over internet protocol VoIP system software,synthesized
388,Enterprise JavaBeans,synthesized
388,Perl,synthesized
388,Apache Pig,synthesized
388,Extensible markup language XML,synthesized
388,Oracle Java,synthesized
388,Web browser software,synthesized
388,Apache HBase,synthesized
388,Science,synthesized
388,Firewall software,synthesized
388,MicroStrategy,synthesized
388,Microsoft Outlook,synthesized
388,Hewlett Packard HP-UX,synthesized
388,Microsoft Azure software,synthesized
388,Shell script,synthesized
388,Oracle Database,synthesized
388,Apache Cassandra,synthesized
388,Security assertion markup language SAML,synthesized
388,R,synthesized
388,Oracle Solaris,synthesized
388,Sales analysis software,synthesized
388,PHP,synthesized
388,Microsoft Project,synthesized
388,Salesforce software,synthesized
388,Reading Comprehension,synthesized
388,Management information systems MIS,synthesized
388,Active Learning,synthesized
388,Ansible software,synthesized
388,Atlassian JIRA,synthesized
388,Microsoft Access,synthesized
388,Ruby,synthesized
388,Border Gateway Protocol BGP,synthesized
388,Mathematics,synthesized
388,Docker,synthesized
388,C,synthesized
388,UNIX,synthesized
388,NortonLifeLock cybersecurity software,synthesized
389,Medical system integration software,synthesized
389,Specimen tracking software,synthesized
389,Microsoft Office software,synthesized
389,Reimbursement screening software,synthesized
389,Electronic medical record EMR software,synthesized
389,Email software,synthesized
389,Minitab,synthesized
389,Microscopic image capturing software,synthesized
389,Learning Strategies,synthesized
389,Data entry software,synthesized
389,Critical Thinking,synthesized
389,MEDITECH software,synthesized
389,Active Learning,synthesized
389,Writing,synthesized
389,SAP software,synthesized
389,Microsoft Outlook,synthesized
389,Active Listening,synthesized
389,IBM Notes,synthesized
389,Monitoring,synthesized
389,Commercial plate reader software,synthesized
389,Microsoft Excel,synthesized
389,Mathematics,synthesized
389,Reading Comprehension,synthesized
389,Medical digital imaging software,synthesized
390,Science,synthesized
390,Microsoft Dynamics,synthesized
390,Microsoft Exchange,synthesized
390,Microsoft Word,synthesized
390,Scheduling software,synthesized
390,Medical procedure coding software,synthesized
390,Reading Comprehension,synthesized
390,Corel WordPerfect Office Suite,synthesized
390,Epic Systems,synthesized
390,eClinicalWorks EHR software,synthesized
390,Microsoft Excel,synthesized
390,Patient satisfaction assessment software,synthesized
390,FaceTime,synthesized
390,Speaking,synthesized
390,Database software,synthesized
390,Web browser software,synthesized
390,Epic EpicCare Inpatient Clinical System,synthesized
390,Writing,synthesized
390,Epic Systems software,synthesized
390,Manhattan Cross Cultural Group Quality Interactions,synthesized
390,Data entry software,synthesized
390,Monitoring,synthesized
390,Critical Thinking,synthesized
390,PracticeWorks Systems Kodak WINOMS CS,synthesized
390,Medical condition coding software,synthesized
390,MEDITECH software,synthesized
390,Pemimic Patient Relations Suite,synthesized
391,Waters Millennium32,synthesized
391,Thermo ToxLab,synthesized
391,IBM Notes,synthesized
391,UNIX,synthesized
391,Monitoring,synthesized
391,Adobe Photoshop,synthesized
391,Minitab,synthesized
391,Writing,synthesized
391,Waters Q-DIS/QM LIMS,synthesized
391,The MathWorks MATLAB,synthesized
391,Waters MassLynx,synthesized
391,FileMaker Pro,synthesized
391,Microsoft Project,synthesized
391,Microsoft Exchange,synthesized
391,Critical Thinking,synthesized
391,R,synthesized
391,Medical Scientists HybridAI,synthesized
391,Microsoft Publisher,synthesized
391,Speaking,synthesized
391,SAS,synthesized
391,ESRI ArcGIS software,synthesized
391,Microsoft Office software,synthesized
391,BioArray Software Environment BASE,synthesized
391,Learning Strategies,synthesized
391,Microsoft Word,synthesized
391,Waters Empower 2,synthesized
392,Microsoft Word,synthesized
392,Test routing software,synthesized
392,Database software,synthesized
392,National Instruments LabVIEW,synthesized
392,Sunquest Information Systems Sunquest Laboratory,synthesized
392,Laboratory information system LIS,synthesized
392,Data entry software,synthesized
392,Mathematics,synthesized
392,IBM Notes,synthesized
392,Microscopic image capturing software,synthesized
392,Critical Thinking,synthesized
392,Reimbursement screening software,synthesized
392,Monitoring,synthesized
392,Hematology laboratory workflow management software,synthesized
392,Microsoft PowerPoint,synthesized
392,Medical digital imaging software,synthesized
392,Quality control software,synthesized
392,Active Listening,synthesized
392,Writing,synthesized
392,MEDITECH software,synthesized
392,Electronic medical record EMR software,synthesized
392,Speaking,synthesized
392,Billing software,synthesized
393,"Admissions, discharge, and transfer ADT software",synthesized
393,Reading Comprehension,synthesized
393,IBM Notes,synthesized
393,Medical procedure coding software,synthesized
393,Microsoft Outlook,synthesized
393,Learning Strategies,synthesized
393,Speaking,synthesized
393,Customer Expressions i-Sight,synthesized
393,Data entry software,synthesized
393,Mathematics,synthesized
393,Scheduling software,synthesized
393,Writing,synthesized
393,Microsoft Word,synthesized
393,Prognosis Solutions ResolvPRM,synthesized
393,Corel WordPerfect Office Suite,synthesized
393,Complaint management software,synthesized
393,Microsoft Exchange,synthesized
393,Database software,synthesized
393,Microsoft PowerPoint,synthesized
393,Microsoft Dynamics,synthesized
393,Microsoft Windows,synthesized
393,Active Learning,synthesized
393,Epic EpicCare Inpatient Clinical System,synthesized
393,Henry Schein Dentrix,synthesized
393,Google Docs,synthesized
394,Email software,synthesized
394,Medical system integration software,synthesized
394,Database software,synthesized
394,National Instruments LabVIEW,synthesized
394,Mathematics,synthesized
394,Medical digital imaging software,synthesized
394,MEDITECH software,synthesized
394,Data entry software,synthesized
394,Commercial plate reader software,synthesized
394,Laboratory information system LIS,synthesized
394,Test result delivery software,synthesized
394,Quality control software,synthesized
394,Hematology laboratory workflow management software,synthesized
394,Critical Thinking,synthesized
394,Quizlet,synthesized
394,Electronic medical record EMR software,synthesized
394,Sunquest Information Systems Sunquest Laboratory,synthesized
394,IBM Notes,synthesized
394,Writing,synthesized
394,Test routing software,synthesized
394,Google Docs,synthesized
394,Specimen tracking software,synthesized
394,Microsoft Office software,synthesized
394,Speaking,synthesized
394,Active Learning,synthesized
394,Monitoring,synthesized
394,Reading Comprehension,synthesized
394,Microscopic image capturing software,synthesized
395,Active Listening,synthesized
395,Learning Strategies,synthesized
395,UNIX,synthesized
395,Statistical software,synthesized
395,The MathWorks MATLAB,synthesized
395,Active Learning,synthesized
395,Microsoft Excel,synthesized
395,Mathematics,synthesized
395,Thermo ToxLab,synthesized
395,Triple G ULTRA Laboratory Information System,synthesized
395,Microsoft PowerPoint,synthesized
395,Waters Millennium32,synthesized
395,Linux,synthesized
395,Python,synthesized
395,FileMaker Pro,synthesized
395,Adobe Photoshop,synthesized
395,Database software,synthesized
395,Medical Scientists MediSave,synthesized
395,Microsoft Exchange,synthesized
395,Monitoring,synthesized
395,Microsoft Dynamics,synthesized
395,Waters MassLynx,synthesized
395,Microsoft Visual Basic,synthesized
395,Waters Empower 2,synthesized
396,IBM SPSS Statistics,synthesized
396,Structured query language SQL,synthesized
396,Monitoring,synthesized
396,Microsoft Outlook,synthesized
396,Microsoft Visio,synthesized
396,Science,synthesized
396,Microsoft PowerPoint,synthesized
396,StataCorp Stata,synthesized
396,Microsoft Word,synthesized
396,Web browser software,synthesized
396,Learning Strategies,synthesized
396,Microsoft Access,synthesized
396,Clinical trial management software,synthesized
396,Writing,synthesized
396,ESRI ArcGIS software,synthesized
396,Adobe Photoshop,synthesized
397,Microsoft Office software,synthesized
397,Microsoft Visual Basic,synthesized
397,Reading Comprehension,synthesized
397,Integrated development environment IDE software,synthesized
397,StataCorp Stata,synthesized
397,Monitoring,synthesized
397,IBM Notes,synthesized
397,Waters Q-DIS/QM LIMS,synthesized
397,The MathWorks MATLAB,synthesized
397,Active Learning,synthesized
397,Microsoft Excel,synthesized
397,Medical Scientists HybridAI,synthesized
397,PerkinElmer TurboMass,synthesized
397,Minitab,synthesized
397,National Instruments LabVIEW,synthesized
397,Microsoft Dynamics,synthesized
397,ESRI ArcGIS software,synthesized
397,Medical Scientists MediSave,synthesized
397,Active Listening,synthesized
397,SAS,synthesized
397,Adobe Photoshop,synthesized
399,Salesforce software,synthesized
399,Microsoft PowerPoint,synthesized
399,Reading Comprehension,synthesized
399,Microsoft Word,synthesized
399,Active Learning,synthesized
399,Speaking,synthesized
399,Science,synthesized
399,Writing,synthesized
399,Learning Strategies,synthesized
401,Microsoft Dynamics,synthesized
401,Google Cloud software,synthesized
401,Voice over internet protocol VoIP system software,synthesized
401,Oracle Java,synthesized
401,McAfee,synthesized
401,Microsoft Project,synthesized
401,IBM Cognos Business Intelligence,synthesized
401,C++,synthesized
401,Hyperion Solutions Hyperion System 9 Bi+,synthesized
401,Salesforce software,synthesized
401,Microsoft Exchange,synthesized
401,Structured query language SQL,synthesized
401,Apache HBase,synthesized
401,Scheduling software,synthesized
401,SAP Adaptive Server Enterprise,synthesized
401,Ruby,synthesized
401,Monitoring,synthesized
401,Extensible markup language XML,synthesized
401,SAP software,synthesized
401,Apache Cassandra,synthesized
401,Microsoft Word,synthesized
401,Active Listening,synthesized
401,Microsoft SQL Server,synthesized
401,SAP Business One,synthesized
401,Hewlett Packard HP-UX,synthesized
401,SAP BusinessObjects Crystal Reports,synthesized
401,Ansible software,synthesized
401,Autodesk AutoCAD,synthesized
401,Google Workspace software,synthesized
401,Microsoft Windows Server,synthesized
401,Docker,synthesized
401,Sales analysis software,synthesized
401,Microsoft Access,synthesized
401,Border Gateway Protocol BGP,synthesized
401,Microsoft Outlook,synthesized
401,JavaScript,synthesized
401,MapReduce big data software,synthesized
401,Firewall software,synthesized
401,Writing,synthesized
401,Virtual private networking VPN software,synthesized
401,Atlassian JIRA,synthesized
401,Linux,synthesized
401,Microsoft Visio,synthesized
401,Ab Initio,synthesized
401,Splunk Enterprise,synthesized
401,Critical Thinking,synthesized
401,Management information systems MIS,synthesized
401,Oracle PeopleSoft,synthesized
401,Security assertion markup language SAML,synthesized
401,NortonLifeLock cybersecurity software,synthesized
401,Apache Struts,synthesized
401,Microsoft Teams,synthesized
401,Microsoft Azure software,synthesized
401,Extensible hypertext markup language XHTML,synthesized
401,Kubernetes,synthesized
401,SAP Business Objects,synthesized
401,Enterprise application integration EAI software,synthesized
401,Microsoft Excel,synthesized
403,Medical Scientists MediSave,synthesized
403,Writing,synthesized
403,Adobe Photoshop,synthesized
403,Integrated development environment IDE software,synthesized
403,Microsoft Word,synthesized
403,Monitoring,synthesized
403,PerkinElmer TurboMass,synthesized
403,R,synthesized
403,Microsoft Exchange,synthesized
403,Microsoft Excel,synthesized
403,Microsoft Office software,synthesized
403,Triple G ULTRA Laboratory Information System,synthesized
403,Active Learning,synthesized
403,IBM SPSS Statistics,synthesized
403,The MathWorks MATLAB,synthesized
403,National Instruments LabVIEW,synthesized
403,Mathematics,synthesized
403,FileMaker Pro,synthesized
403,Science,synthesized
403,Critical Thinking,synthesized
403,Statistical software,synthesized
403,Linux,synthesized
404,Microsoft Access,synthesized
404,Reading Comprehension,synthesized
404,Microsoft Windows Server,synthesized
404,Amazon Web Services AWS software,synthesized
404,SAP Business Objects,synthesized
404,Perl,synthesized
404,Ansible software,synthesized
404,IBM DB2,synthesized
404,Apache Struts,synthesized
404,McAfee,synthesized
404,Teradata Database,synthesized
404,Writing,synthesized
404,Ruby,synthesized
404,Salesforce software,synthesized
404,Microsoft Project,synthesized
404,Voice over internet protocol VoIP system software,synthesized
404,MicroStrategy,synthesized
404,WebEx Sales Center,synthesized
404,C,synthesized
404,Sales analysis software,synthesized
404,Oracle PeopleSoft,synthesized
404,C++,synthesized
404,Cisco Systems CiscoWorks,synthesized
404,Apple iOS,synthesized
404,Microsoft Teams,synthesized
404,Apache Pig,synthesized
404,Hewlett Packard HP-UX,synthesized
404,Microsoft Active Directory,synthesized
404,Firewall software,synthesized
404,NortonLifeLock cybersecurity software,synthesized
404,Science,synthesized
404,Google Cloud software,synthesized
404,IBM Domino,synthesized
404,MicroStrategy Desktop,synthesized
404,Citrix cloud computing software,synthesized
404,Monitoring,synthesized
404,Critical Thinking,synthesized
404,UNIX,synthesized
404,Single sign-on SSO,synthesized
404,Microsoft Dynamics,synthesized
404,Microsoft Exchange,synthesized
404,Microsoft Visio,synthesized
404,Platform as a service PaaS,synthesized
404,Ab Initio,synthesized
404,Oracle Java,synthesized
405,Microsoft Word,synthesized
405,Critical Thinking,synthesized
405,Specimen tracking software,synthesized
405,SAP software,synthesized
405,Test result delivery software,synthesized
405,Microsoft Excel,synthesized
405,IBM Notes,synthesized
405,Electronic medical record EMR software,synthesized
405,Data entry software,synthesized
405,FileMaker Pro,synthesized
405,Billing software,synthesized
405,Reimbursement screening software,synthesized
405,Reading Comprehension,synthesized
405,National Instruments LabVIEW,synthesized
405,Minitab,synthesized
405,Quality control software,synthesized
405,Google Docs,synthesized
406,Microsoft Azure software,synthesized
406,Virtual private networking VPN software,synthesized
406,McAfee,synthesized
406,Oracle Java,synthesized
406,Hewlett Packard HP-UX,synthesized
406,React,synthesized
406,Apache Hadoop,synthesized
406,Apple iOS,synthesized
406,Mathematics,synthesized
406,Ab Initio,synthesized
406,Apache Pig,synthesized
406,Hyperion Solutions Hyperion System 9 Bi+,synthesized
406,Software as a service SaaS,synthesized
406,Teradata Database,synthesized
406,Microsoft Dynamics,synthesized
406,Dassault Systemes SolidWorks,synthesized
406,Platform as a service PaaS,synthesized
406,Web browser software,synthesized
406,Microsoft Active Directory,synthesized
406,Learning Strategies,synthesized
406,Autodesk AutoCAD,synthesized
406,RESTful API,synthesized
406,C,synthesized
406,Citrix cloud computing software,synthesized
406,Splunk Enterprise,synthesized
406,Amazon Web Services AWS software,synthesized
406,Microsoft Office software,synthesized
406,Microsoft SharePoint,synthesized
406,Microsoft Visio,synthesized
406,Graphics software,synthesized
406,Enterprise application integration EAI software,synthesized
406,Structured query language SQL,synthesized
406,Active Learning,synthesized
406,Microsoft Project,synthesized
406,SAP Adaptive Server Enterprise,synthesized
406,Microsoft Access,synthesized
406,SAP Business One,synthesized
406,Apache Struts,synthesized
406,Wireshark,synthesized
406,Microsoft Windows Server,synthesized
406,Docker,synthesized
406,IBM DB2,synthesized
406,IBM Cognos Impromptu,synthesized
406,Speaking,synthesized
406,Management information systems MIS,synthesized
406,Writing,synthesized
406,Microsoft Exchange,synthesized
406,MapReduce big data software,synthesized
406,Science,synthesized
406,Cisco Systems VPN Client,synthesized
406,Voice over internet protocol VoIP system software,synthesized
406,SAP software,synthesized
406,Apache HBase,synthesized
406,Oracle PeopleSoft,synthesized
406,Critical Thinking,synthesized
407,Critical Thinking,synthesized
407,Hematology laboratory workflow management software,synthesized
407,Reimbursement screening software,synthesized
407,Microsoft Excel,synthesized
407,MEDITECH software,synthesized
407,Microsoft Word,synthesized
407,Quizlet,synthesized
407,Quality control software,synthesized
407,Microscopic image capturing software,synthesized
407,Writing,synthesized
407,Data entry software,synthesized
407,Test result delivery software,synthesized
407,Database software,synthesized
407,Specimen tracking software,synthesized
407,Active Listening,synthesized
407,SAP software,synthesized
407,FileMaker Pro,synthesized
407,Speaking,synthesized
407,Electronic medical record EMR software,synthesized
407,Test routing software,synthesized
407,Email software,synthesized
407,Laboratory information system LIS,synthesized
407,Microsoft Outlook,synthesized
407,Microsoft Office software,synthesized
408,Qlik Tech QlikView,synthesized
408,Financial planning software,synthesized
408,Employee scheduling software,synthesized
408,Adobe After Effects,synthesized
408,PTC Creo Parametric,synthesized
408,FileMaker Pro,synthesized
408,Autodesk AutoCAD,synthesized
408,Mathematics,synthesized
408,IBM Notes,synthesized
408,Minitab,synthesized
408,Employee performance management system,synthesized
408,WorkTech MAXIMO,synthesized
